37.3 29.2 76.9 115.5 72.9 67.9
37.8 28.9 79.2 118.0 74.7 70.5
39.1 30.4 83.2 123.0 79.0 73.0
39.9 28.2 82.7 124.0 79.6 75.0
39.5 29.5 80.8 120.0 76.1 71.4
38.3 30.7 81.3 119.0 77.8 70.5
40.3 30.3 84.5 125.5 79.3 73.6
39.4 30.0 78.0 112.5 74.4 68.6
40.2 29.7 77.8 116.5 75.3 69.6
38.7 28.7 79.9 117.0 74.9 68.8
39.6 31.1 78.6 116.5 75.5 69.6
38.4 29.6 74.0 109.0 71.9 66.4
39.1 39.3 75.7 115.0 73.4 69.1
38.8 28.5 76.8 113.5 74.0 69.0
37.4 28.9 73.3 109.5 70.4 66.1
38.6 29.0 75.1 114.0 73.4 67.7
39.4 30.0 75.8 112.0 73.3 68.2
38.6 29.3 75.3 113.5 75.2 69.3
37.9 31.3 81.4 121.0 78.3 72.8
39.2 30.0 79.0 117.0 77.3 72.0
40.4 30.2 84.3 123.0 80.6 74.8
38.3 29.3 77.1 113.0 75.2 68.8
38.3 29.8 75.1 112.5 71.5 66.1
37.2 29.2 77.8 115.5 71.8 67.6
39.8 31.1 78.9 116.0 76.9 69.6
38.5 31.0 82.7 120.0 77.8 71.2
37.5 31.5 76.2 114.5 74.5 68.7
39.7 30.1 75.4 112.0 73.4 68.3
36.4 27.5 68.4 102.0 66.5 61.0
37.8 30.3 74.9 111.0 74.8 66.8
37.6 29.6 79.6 120.0 74.9 70.1
39.9 30.2 77.1 114.5 75.5 69.5
37.8 29.8 75.1 114.0 74.9 68.8
38.9 29.2 76.8 115.0 74.9 68.8
38.3 29.9 75.1 111.5 73.8 67.8
37.5 27.4 75.3 113.0 73.3 67.4
37.4 29.3 72.0 108.5 68.7 63.8
38.2 29.9 72.8 110.5 71.0 65.7
37.8 30.2 80.0 117.0 75.1 67.8
38.7 29.2 76.2 115.0 73.5 68.2
40.5 30.4 83.8 125.5 80.2 74.9
40.1 30.4 76.5 115.5 73.7 69.2
38.9 28.8 74.3 113.0 73.8 70.0
38.3 29.9 75.7 115.5 73.3 68.4
40.0 30.1 80.0 119.0 76.2 69.9
36.6 28.9 72.3 107.0 68.8 66.8
38.6 29.7 74.2 112.0 73.9 68.6
39.4 29.5 78.2 115.0 75.1 68.8
35.8 28.6 71.9 108.0 70.2 64.9
37.2 28.9 73.9 107.0 71.5 66.2
38.3 28.9 76.0 113.0 74.5 68.1
37.3 29.8 74.8 111.0 71.8 66.3
36.8 27.4 70.9 103.5 68.0 62.8
37.7 29.8 74.2 111.0 72.4 66.1
40.6 29.5 77.2 114.5 74.9 69.1
40.8 29.9 81.2 117.5 75.7 68.6
39.4 29.9 76.5 111.0 71.8 66.0
39.7 31.2 78.9 119.0 77.3 72.5
39.2 29.0 79.4 115.5 74.4 69.3
38.0 29.3 76.2 114.5 72.3 67.0
40.6 30.2 82.9 121.0 78.7 71.9
40.1 30.9 81.0 120.0 77.8 72.2
39.8 29.2 78.5 119.0 75.5 69.2
40.6 29.6 78.5 118.0 74.2 68.9
38.1 29.0 72.3 107.0 71.8 65.3
40.3 30.6 81.0 119.5 77.0 73.2
39.5 29.7 78.6 116.0 75.5 68.9
38.4 30.6 75.9 115.5 74.4 66.3
39.7 30.8 77.3 116.5 74.5 68.5
39.5 30.0 81.0 118.0 76.9 70.5
39.1 30.8 79.2 117.5 76.6 69.6
39.7 30.4 81.2 122.5 78.5 72.3
39.2 30.5 79.7 119.0 77.8 70.5
38.9 31.2 78.3 116.5 75.7 68.4
39.0 30.3 76.9 115.0 76.8 70.5
38.0 29.0 72.6 108.0 68.7 63.2
37.6 30.8 78.3 115.0 72.1 67.1
40.7 32.2 78.7 117.0 75.5 68.7
41.0 31.0 77.4 119.0 74.7 70.8
40.5 30.5 77.0 114.0 73.6 68.5
38.8 30.1 78.4 115.5 75.0 68.7
39.6 30.1 77.7 113.5 75.1 68.0
39.3 30.8 73.9 110.0 72.9 65.4
38.4 29.1 76.6 114.5 72.8 67.8
39.5 30.7 74.6 110.5 73.5 67.9
38.6 28.9 74.7 109.0 71.5 65.8
40.2 30.5 80.5 119.5 76.7 70.7
38.6 29.9 80.5 121.5 77.5 71.9
39.8 28.6 71.6 105.0 69.9 64.1
40.1 29.3 78.8 117.0 75.0 68.9
41.6 29.8 80.1 118.5 75.5 69.9
35.9 28.9 72.4 105.5 70.3 64.2
38.5 28.9 80.1 118.0 75.2 68.9
38.7 31.1 81.0 121.0 76.8 70.2
37.5 30.0 78.8 117.5 75.9 69.5
37.7 29.8 76.1 112.0 73.2 66.7
36.3 28.9 72.5 107.0 72.8 66.0
37.2 28.3 76.4 111.0 71.4 65.8
40.1 32.0 81.5 123.5 79.5 72.8
38.4 30.3 76.6 112.0 72.8 65.7
40.5 29.3 76.7 113.5 74.7 68.2
39.7 31.4 77.7 115.0 75.5 68.2
40.4 28.8 78.6 118.5 76.7 71.2
39.2 31.2 78.1 116.5 74.5 68.7
37.4 28.3 65.0  97.5 64.5 57.6
40.0 31.5 80.3 119.5 78.6 72.3
41.1 30.0 79.5 117.5 76.3 70.0
38.7 30.0 74.2 110.5 71.6 65.0
39.4 29.6 78.6 116.5 75.5 70.2
37.3 30.1 76.6 112.5 73.6 66.5
39.3 29.7 79.4 120.5 76.0 70.4
37.8 28.5 70.8 105.0 69.1 64.7
37.6 28.1 73.1 108.0 70.2 64.1
38.8 29.5 73.4 106.5 72.2 66.7
40.1 29.3 76.6 113.0 72.3 66.8
37.3 29.9 74.6 109.0 72.9 64.3
39.9 29.5 77.8 116.0 75.4 69.8
39.6 30.2 74.7 110.0 73.6 67.7
38.9 29.4 74.3 110.0 72.1 66.4
40.9 31.2 82.0 121.0 77.6 72.5
37.5 29.4 76.0 111.0 72.1 65.3
39.4 30.0 77.8 119.0 75.8 69.9
39.5 29.4 75.0 110.5 68.9 65.8
38.6 31.4 78.4 115.5 75.8 68.4
38.2 29.2 75.6 112.0 72.7 67.8
40.7 29.9 78.9 115.5 74.2 68.7
37.3 28.9 74.7 108.5 69.5 63.9
39.0 28.4 76.4 114.0 73.7 68.3
40.3 32.2 79.6 120.5 77.6 72.4
36.6 28.1 73.8 109.5 72.3 66.6
39.4 30.7 77.5 114.5 75.5 68.1
38.9 29.2 73.7 107.5 71.5 64.8
39.1 30.7 75.7 114.0 76.0 69.2
39.7 30.1 77.2 115.5 74.2 68.0
38.1 29.6 77.6 111.5 75.8 69.0
39.4 30.8 80.4 118.5 77.7 70.9


